nt n field kernel bw
64 48 Gauge-SU3 su3Xsu3_h_shift_xyt 113.2614
64 48 Gauge-SU3 su3Xsu3_h_shift_xzt 113.0672
64 48 Gauge-SU3 su3Xsu3_h_shift_yzt 113.4313
64 48 Gauge-SU3 su3Xsu3_h_shift_xyzt 113.5261
64 52 4D-complex axpy 843.2598
64 52 4D-complex axpy_h_no_offset 851.3914
64 52 4D-complex axpy_h_offset_x 742.5976
64 52 4D-complex axpy_h_offset_y 853.0085
64 52 4D-complex axpy_h_offset_z 796.8765
64 52 4D-complex axpy_h_offset_t 795.0893
64 52 4D-complex axpy_h_offset_xy 837.2249
64 52 4D-complex axpy_h_offset_xz 889.7548
64 52 4D-complex axpy_h_offset_xt 793.4714
64 52 4D-complex axpy_h_offset_yz 899.0578
64 52 4D-complex axpy_h_offset_yt 869.9094
64 52 4D-complex axpy_h_offset_zt 897.4371
64 52 4D-complex axpy_h_offset_xyz 925.0453
64 52 4D-complex axpy_h_offset_xyt 864.1263
64 52 4D-complex axpy_h_offset_xzt 892.9502
64 52 4D-complex axpy_h_offset_yzt 889.5181
64 52 4D-complex axpy_h_offset_xyzt 895.3764
64 52 Gauge-SU3 su3Xsu3 114.1479
64 52 Gauge-SU3 su3Xsu3_h_no_shift 114.3779
64 52 Gauge-SU3 su3Xsu3_h_shift_x 114.0834
64 52 Gauge-SU3 su3Xsu3_h_shift_y 113.9986
64 52 Gauge-SU3 su3Xsu3_h_shift_z 114.1391
64 52 Gauge-SU3 su3Xsu3_h_shift_t 113.3764
64 52 Gauge-SU3 su3Xsu3_h_shift_xy 114.2896
64 52 Gauge-SU3 su3Xsu3_h_shift_xz 114.1021
64 52 Gauge-SU3 su3Xsu3_h_shift_xt 113.5799
64 52 Gauge-SU3 su3Xsu3_h_shift_yz 114.5456
64 52 Gauge-SU3 su3Xsu3_h_shift_yt 114.3497
64 52 Gauge-SU3 su3Xsu3_h_shift_zt 113.7304
64 52 Gauge-SU3 su3Xsu3_h_shift_xyz 114.4668
64 52 Gauge-SU3 su3Xsu3_h_shift_xyt 113.7935
64 52 Gauge-SU3 su3Xsu3_h_shift_xzt 114.0629
64 52 Gauge-SU3 su3Xsu3_h_shift_yzt 114.0258
64 52 Gauge-SU3 su3Xsu3_h_shift_xyzt 114.1639
64 56 4D-complex axpy 140.3305
64 56 4D-complex axpy_h_no_offset 139.2465
64 56 4D-complex axpy_h_offset_x 99.7669
64 56 4D-complex axpy_h_offset_y 119.1992
64 56 4D-complex axpy_h_offset_z 108.1802
64 56 4D-complex axpy_h_offset_t 106.3716
64 56 4D-complex axpy_h_offset_xy 110.7242
64 56 4D-complex axpy_h_offset_xz 141.0552
64 56 4D-complex axpy_h_offset_xt 113.7034
64 56 4D-complex axpy_h_offset_yz 139.6810
64 56 4D-complex axpy_h_offset_yt 147.0442
64 56 4D-complex axpy_h_offset_zt 103.7397
64 56 4D-complex axpy_h_offset_xyz 129.0124
64 56 4D-complex axpy_h_offset_xyt 151.8051
64 56 4D-complex axpy_h_offset_xzt 113.5598
64 56 4D-complex axpy_h_offset_yzt 106.8741
64 56 4D-complex axpy_h_offset_xyzt 95.7565
64 56 Gauge-SU3 su3Xsu3 114.6987
64 56 Gauge-SU3 su3Xsu3_h_no_shift 114.6601
64 56 Gauge-SU3 su3Xsu3_h_shift_x 114.5778
64 56 Gauge-SU3 su3Xsu3_h_shift_y 114.8395
64 56 Gauge-SU3 su3Xsu3_h_shift_z 114.7633
64 56 Gauge-SU3 su3Xsu3_h_shift_t 113.8186
64 56 Gauge-SU3 su3Xsu3_h_shift_xy 114.7220
64 56 Gauge-SU3 su3Xsu3_h_shift_xz 114.6186
64 56 Gauge-SU3 su3Xsu3_h_shift_xt 113.6017
64 56 Gauge-SU3 su3Xsu3_h_shift_yz 114.3350
64 56 Gauge-SU3 su3Xsu3_h_shift_yt 113.5393
64 56 Gauge-SU3 su3Xsu3_h_shift_zt 113.8226
64 56 Gauge-SU3 su3Xsu3_h_shift_xyz 114.3551
64 56 Gauge-SU3 su3Xsu3_h_shift_xyt 113.7819
64 56 Gauge-SU3 su3Xsu3_h_shift_xzt 113.6629
64 56 Gauge-SU3 su3Xsu3_h_shift_yzt 113.5586
64 56 Gauge-SU3 su3Xsu3_h_shift_xyzt 113.7510
64 60 4D-complex axpy 57.4320
64 60 4D-complex axpy_h_no_offset 63.3816
64 60 4D-complex axpy_h_offset_x 80.9870
64 60 4D-complex axpy_h_offset_y 65.3779
64 60 4D-complex axpy_h_offset_z 64.7307
64 60 4D-complex axpy_h_offset_t 61.7536
64 60 4D-complex axpy_h_offset_xy 73.5186
64 60 4D-complex axpy_h_offset_xz 79.2114
64 60 4D-complex axpy_h_offset_xt 79.8936
64 60 4D-complex axpy_h_offset_yz 73.0892
64 60 4D-complex axpy_h_offset_yt 58.5320
64 60 4D-complex axpy_h_offset_zt 60.1794
64 60 4D-complex axpy_h_offset_xyz 59.1894
64 60 4D-complex axpy_h_offset_xyt 73.9490
64 60 4D-complex axpy_h_offset_xzt 71.7635
64 60 4D-complex axpy_h_offset_yzt 57.6223
64 60 4D-complex axpy_h_offset_xyzt 57.6415
64 60 Gauge-SU3 su3Xsu3 115.1820
64 60 Gauge-SU3 su3Xsu3_h_no_shift 114.5766
64 60 Gauge-SU3 su3Xsu3_h_shift_x 114.4767
64 60 Gauge-SU3 su3Xsu3_h_shift_y 114.5605
64 60 Gauge-SU3 su3Xsu3_h_shift_z 114.5511
64 60 Gauge-SU3 su3Xsu3_h_shift_t 113.9898
64 60 Gauge-SU3 su3Xsu3_h_shift_xy 114.3957
64 60 Gauge-SU3 su3Xsu3_h_shift_xz 114.3575
64 60 Gauge-SU3 su3Xsu3_h_shift_xt 113.9412
64 60 Gauge-SU3 su3Xsu3_h_shift_yz 115.0114
64 60 Gauge-SU3 su3Xsu3_h_shift_yt 114.4349
64 60 Gauge-SU3 su3Xsu3_h_shift_zt 114.3349
64 60 Gauge-SU3 su3Xsu3_h_shift_xyz 115.2658
64 60 Gauge-SU3 su3Xsu3_h_shift_xyt 114.5750
64 60 Gauge-SU3 su3Xsu3_h_shift_xzt 114.2138
64 60 Gauge-SU3 su3Xsu3_h_shift_yzt 114.5077
64 60 Gauge-SU3 su3Xsu3_h_shift_xyzt 114.4399
64 64 4D-complex axpy 44.9769
64 64 4D-complex axpy_h_no_offset 45.6611
64 64 4D-complex axpy_h_offset_x 45.1474
64 64 4D-complex axpy_h_offset_y 89.8244
64 64 4D-complex axpy_h_offset_z 92.5073
64 64 4D-complex axpy_h_offset_t 76.3842
64 64 4D-complex axpy_h_offset_xy 81.7555
64 64 4D-complex axpy_h_offset_xz 77.3165
64 64 4D-complex axpy_h_offset_xt 77.8530
64 64 4D-complex axpy_h_offset_yz 79.8548
64 64 4D-complex axpy_h_offset_yt 78.6289
64 64 4D-complex axpy_h_offset_zt 72.7917
64 64 4D-complex axpy_h_offset_xyz 79.9702
64 64 4D-complex axpy_h_offset_xyt 77.1461
64 64 4D-complex axpy_h_offset_xzt 72.3259
64 64 4D-complex axpy_h_offset_yzt 74.6980
64 64 4D-complex axpy_h_offset_xyzt 73.9311
64 64 Gauge-SU3 su3Xsu3 115.3583
64 64 Gauge-SU3 su3Xsu3_h_no_shift 115.1124
64 64 Gauge-SU3 su3Xsu3_h_shift_x 115.3620
64 64 Gauge-SU3 su3Xsu3_h_shift_y 114.4994
64 64 Gauge-SU3 su3Xsu3_h_shift_z 114.8124
64 64 Gauge-SU3 su3Xsu3_h_shift_t 114.1291
64 64 Gauge-SU3 su3Xsu3_h_shift_xy 114.5363
64 64 Gauge-SU3 su3Xsu3_h_shift_xz 115.3526
64 64 Gauge-SU3 su3Xsu3_h_shift_xt 114.0512
64 64 Gauge-SU3 su3Xsu3_h_shift_yz 114.4985
64 64 Gauge-SU3 su3Xsu3_h_shift_yt 114.0777
64 64 Gauge-SU3 su3Xsu3_h_shift_zt 114.3270
64 64 Gauge-SU3 su3Xsu3_h_shift_xyz 114.5856
64 64 Gauge-SU3 su3Xsu3_h_shift_xyt 114.1916
64 64 Gauge-SU3 su3Xsu3_h_shift_xzt 113.9944
64 64 Gauge-SU3 su3Xsu3_h_shift_yzt 114.1755
64 64 Gauge-SU3 su3Xsu3_h_shift_xyzt 114.0015
64 68 4D-complex axpy 54.4637
64 68 4D-complex axpy_h_no_offset 68.2038
64 68 4D-complex axpy_h_offset_x 79.0431
64 68 4D-complex axpy_h_offset_y 69.3179
64 68 4D-complex axpy_h_offset_z 69.3168
64 68 4D-complex axpy_h_offset_t 65.2820
64 68 4D-complex axpy_h_offset_xy 67.6285
64 68 4D-complex axpy_h_offset_xz 71.4982
64 68 4D-complex axpy_h_offset_xt 65.7143
64 68 4D-complex axpy_h_offset_yz 74.3653
64 68 4D-complex axpy_h_offset_yt 65.2645
64 68 4D-complex axpy_h_offset_zt 65.6425
64 68 4D-complex axpy_h_offset_xyz 65.8593
64 68 4D-complex axpy_h_offset_xyt 72.1197
64 68 4D-complex axpy_h_offset_xzt 75.3608
64 68 4D-complex axpy_h_offset_yzt 77.9568
64 68 4D-complex axpy_h_offset_xyzt 59.1800
64 70 4D-complex axpy 55.4114
64 70 4D-complex axpy_h_no_offset 66.2524
64 70 4D-complex axpy_h_offset_x 67.6912
64 70 4D-complex axpy_h_offset_y 81.2024
64 70 4D-complex axpy_h_offset_z 63.8099
64 70 4D-complex axpy_h_offset_t 60.3671
64 70 4D-complex axpy_h_offset_xy 56.7838
64 70 4D-complex axpy_h_offset_xz 55.5435
64 70 4D-complex axpy_h_offset_xt 52.9614
64 70 4D-complex axpy_h_offset_yz 70.2831
64 70 4D-complex axpy_h_offset_yt 53.6428
64 70 4D-complex axpy_h_offset_zt 58.0279
64 70 4D-complex axpy_h_offset_xyz 64.5173
64 70 4D-complex axpy_h_offset_xyt 83.6536
64 70 4D-complex axpy_h_offset_xzt 57.0744
64 70 4D-complex axpy_h_offset_yzt 60.0112
64 70 4D-complex axpy_h_offset_xyzt 57.0356
64 72 4D-complex axpy 51.7641
64 72 4D-complex axpy_h_no_offset 77.3395
64 72 4D-complex axpy_h_offset_x 83.5718
64 72 4D-complex axpy_h_offset_y 59.5881
64 72 4D-complex axpy_h_offset_z 74.7848
64 72 4D-complex axpy_h_offset_t 79.1290
64 72 4D-complex axpy_h_offset_xy 69.0164
64 72 4D-complex axpy_h_offset_xz 78.3220
64 72 4D-complex axpy_h_offset_xt 75.1059
64 72 4D-complex axpy_h_offset_yz 72.6602
64 72 4D-complex axpy_h_offset_yt 67.1207
64 72 4D-complex axpy_h_offset_zt 68.9625
64 72 4D-complex axpy_h_offset_xyz 63.5331
64 72 4D-complex axpy_h_offset_xyt 65.0658
64 72 4D-complex axpy_h_offset_xzt 73.8665
64 72 4D-complex axpy_h_offset_yzt 73.9065
64 72 4D-complex axpy_h_offset_xyzt 81.9436
64 74 4D-complex axpy 55.8053
64 74 4D-complex axpy_h_no_offset 57.8824
64 74 4D-complex axpy_h_offset_x 69.9331
64 74 4D-complex axpy_h_offset_y 71.4929
64 74 4D-complex axpy_h_offset_z 60.1400
64 74 4D-complex axpy_h_offset_t 80.0069
64 74 4D-complex axpy_h_offset_xy 76.1950
64 74 4D-complex axpy_h_offset_xz 86.5654
64 74 4D-complex axpy_h_offset_xt 68.1879
64 74 4D-complex axpy_h_offset_yz 74.0911
64 74 4D-complex axpy_h_offset_yt 74.2699
64 74 4D-complex axpy_h_offset_zt 75.5732
64 74 4D-complex axpy_h_offset_xyz 78.8474
64 74 4D-complex axpy_h_offset_xyt 78.4217
64 74 4D-complex axpy_h_offset_xzt 78.9483
64 74 4D-complex axpy_h_offset_yzt 79.7311
64 74 4D-complex axpy_h_offset_xyzt 70.8735
64 76 4D-complex axpy 64.1432
64 76 4D-complex axpy_h_no_offset 79.6101
64 76 4D-complex axpy_h_offset_x 81.1642
64 76 4D-complex axpy_h_offset_y 83.3332
64 76 4D-complex axpy_h_offset_z 82.2077
64 76 4D-complex axpy_h_offset_t 83.2849
64 76 4D-complex axpy_h_offset_xy 75.4147
64 76 4D-complex axpy_h_offset_xz 74.0569
64 76 4D-complex axpy_h_offset_xt 67.1486
64 76 4D-complex axpy_h_offset_yz 77.2019
64 76 4D-complex axpy_h_offset_yt 72.3808
64 76 4D-complex axpy_h_offset_zt 80.7354
64 76 4D-complex axpy_h_offset_xyz 79.6177
64 76 4D-complex axpy_h_offset_xyt 67.3051
64 76 4D-complex axpy_h_offset_xzt 63.5278
64 76 4D-complex axpy_h_offset_yzt 69.8794
64 76 4D-complex axpy_h_offset_xyzt 81.8074
64 80 4D-complex axpy 78.9507
64 80 4D-complex axpy_h_no_offset 86.2599
64 80 4D-complex axpy_h_offset_x 79.4041
64 80 4D-complex axpy_h_offset_y 82.3031
64 80 4D-complex axpy_h_offset_z 72.7811
64 80 4D-complex axpy_h_offset_t 73.6875
64 80 4D-complex axpy_h_offset_xy 86.0954
64 80 4D-complex axpy_h_offset_xz 82.3248
64 80 4D-complex axpy_h_offset_xt 84.1309
64 80 4D-complex axpy_h_offset_yz 87.5259
64 80 4D-complex axpy_h_offset_yt 84.0727
64 80 4D-complex axpy_h_offset_zt 81.6125
64 80 4D-complex axpy_h_offset_xyz 80.9693
64 80 4D-complex axpy_h_offset_xyt 82.7905
64 80 4D-complex axpy_h_offset_xzt 84.2958
64 80 4D-complex axpy_h_offset_yzt 84.0094
64 80 4D-complex axpy_h_offset_xyzt 87.4088
64 84 4D-complex axpy 89.4414
64 84 4D-complex axpy_h_no_offset 89.7711
64 84 4D-complex axpy_h_offset_x 86.6490
64 84 4D-complex axpy_h_offset_y 90.6116
64 84 4D-complex axpy_h_offset_z 89.7572
64 84 4D-complex axpy_h_offset_t 88.3927
64 84 4D-complex axpy_h_offset_xy 92.2925
64 84 4D-complex axpy_h_offset_xz 86.5221
64 84 4D-complex axpy_h_offset_xt 90.2467
64 84 4D-complex axpy_h_offset_yz 92.2280
64 84 4D-complex axpy_h_offset_yt 87.3293
64 84 4D-complex axpy_h_offset_zt 84.0028
64 84 4D-complex axpy_h_offset_xyz 87.9603
64 84 4D-complex axpy_h_offset_xyt 83.6529
64 84 4D-complex axpy_h_offset_xzt 84.3247
64 84 4D-complex axpy_h_offset_yzt 84.2573
64 84 4D-complex axpy_h_offset_xyzt 82.7462
64 88 4D-complex axpy 93.2821
64 88 4D-complex axpy_h_no_offset 91.4331
64 88 4D-complex axpy_h_offset_x 89.3948
64 88 4D-complex axpy_h_offset_y 93.6089
64 88 4D-complex axpy_h_offset_z 92.2162
64 88 4D-complex axpy_h_offset_t 87.8295
64 88 4D-complex axpy_h_offset_xy 90.9471
64 88 4D-complex axpy_h_offset_xz 89.5273
64 88 4D-complex axpy_h_offset_xt 86.4544
64 88 4D-complex axpy_h_offset_yz 90.5525
64 88 4D-complex axpy_h_offset_yt 88.5250
64 88 4D-complex axpy_h_offset_zt 88.6250
64 88 4D-complex axpy_h_offset_xyz 86.9607
64 88 4D-complex axpy_h_offset_xyt 85.7843
64 88 4D-complex axpy_h_offset_xzt 88.8419
64 88 4D-complex axpy_h_offset_yzt 90.4903
64 88 4D-complex axpy_h_offset_xyzt 88.1571
64 92 4D-complex axpy 95.3489
64 92 4D-complex axpy_h_no_offset 93.5461
64 92 4D-complex axpy_h_offset_x 91.9281
64 92 4D-complex axpy_h_offset_y 96.9338
64 92 4D-complex axpy_h_offset_z 91.3313
64 92 4D-complex axpy_h_offset_t 96.0720
64 92 4D-complex axpy_h_offset_xy 93.4680
64 92 4D-complex axpy_h_offset_xz 92.5167
64 92 4D-complex axpy_h_offset_xt 94.7756
64 92 4D-complex axpy_h_offset_yz 93.6136
64 92 4D-complex axpy_h_offset_yt 91.4991
64 92 4D-complex axpy_h_offset_zt 93.7047
64 92 4D-complex axpy_h_offset_xyz 94.9720
64 92 4D-complex axpy_h_offset_xyt 95.1925
64 92 4D-complex axpy_h_offset_xzt 90.4595
64 92 4D-complex axpy_h_offset_yzt 92.7218
64 92 4D-complex axpy_h_offset_xyzt 93.8171
64 96 4D-complex axpy 99.6984
64 96 4D-complex axpy_h_no_offset 93.4240
64 96 4D-complex axpy_h_offset_x 97.7205
64 96 4D-complex axpy_h_offset_y 96.9874
64 96 4D-complex axpy_h_offset_z 97.6916
64 96 4D-complex axpy_h_offset_t 95.2523
64 96 4D-complex axpy_h_offset_xy 93.7651
64 96 4D-complex axpy_h_offset_xz 92.2442
64 96 4D-complex axpy_h_offset_xt 89.3726
64 96 4D-complex axpy_h_offset_yz 94.3171
64 96 4D-complex axpy_h_offset_yt 93.0235
64 96 4D-complex axpy_h_offset_zt 93.6139
64 96 4D-complex axpy_h_offset_xyz 93.9388
64 96 4D-complex axpy_h_offset_xyt 94.3364
64 96 4D-complex axpy_h_offset_xzt 90.8794
64 96 4D-complex axpy_h_offset_yzt 92.0197
64 96 4D-complex axpy_h_offset_xyzt 91.2494
64 100 4D-complex axpy 94.4683
64 100 4D-complex axpy_h_no_offset 97.5318
64 100 4D-complex axpy_h_offset_x 98.2664
64 100 4D-complex axpy_h_offset_y 99.8205
64 100 4D-complex axpy_h_offset_z 99.4272
64 100 4D-complex axpy_h_offset_t 98.4353
64 100 4D-complex axpy_h_offset_xy 98.5536
64 100 4D-complex axpy_h_offset_xz 98.6880
64 100 4D-complex axpy_h_offset_xt 96.5441
64 100 4D-complex axpy_h_offset_yz 97.5256
64 100 4D-complex axpy_h_offset_yt 93.7117
64 100 4D-complex axpy_h_offset_zt 97.0837
64 100 4D-complex axpy_h_offset_xyz 96.2854
64 100 4D-complex axpy_h_offset_xyt 97.5532
64 100 4D-complex axpy_h_offset_xzt 94.4761
64 100 4D-complex axpy_h_offset_yzt 96.1048
64 100 4D-complex axpy_h_offset_xyzt 95.4585
64 104 4D-complex axpy 98.0353
64 104 4D-complex axpy_h_no_offset 97.3532
64 104 4D-complex axpy_h_offset_x 99.5144
64 104 4D-complex axpy_h_offset_y 100.7796
64 104 4D-complex axpy_h_offset_z 98.3733
64 104 4D-complex axpy_h_offset_t 98.2006
64 104 4D-complex axpy_h_offset_xy 96.4958
64 104 4D-complex axpy_h_offset_xz 98.9498
64 104 4D-complex axpy_h_offset_xt 96.6299
64 104 4D-complex axpy_h_offset_yz 97.2377
64 104 4D-complex axpy_h_offset_yt 98.1507
64 104 4D-complex axpy_h_offset_zt 95.4658
64 104 4D-complex axpy_h_offset_xyz 96.5034
64 104 4D-complex axpy_h_offset_xyt 97.9104
64 104 4D-complex axpy_h_offset_xzt 95.8385
64 104 4D-complex axpy_h_offset_yzt 95.9634
64 104 4D-complex axpy_h_offset_xyzt 95.4715
64 108 4D-complex axpy 98.7112
64 108 4D-complex axpy_h_no_offset 99.9981
64 108 4D-complex axpy_h_offset_x 99.2188
64 108 4D-complex axpy_h_offset_y 99.4281
64 108 4D-complex axpy_h_offset_z 99.9865
64 108 4D-complex axpy_h_offset_t 99.8274
64 108 4D-complex axpy_h_offset_xy 101.0216
64 108 4D-complex axpy_h_offset_xz 101.2333
64 108 4D-complex axpy_h_offset_xt 100.6442
64 108 4D-complex axpy_h_offset_yz 100.9879
64 108 4D-complex axpy_h_offset_yt 98.9711
64 108 4D-complex axpy_h_offset_zt 98.2115
64 108 4D-complex axpy_h_offset_xyz 101.2876
64 108 4D-complex axpy_h_offset_xyt 96.0122
64 108 4D-complex axpy_h_offset_xzt 100.4276
64 108 4D-complex axpy_h_offset_yzt 100.3245
64 108 4D-complex axpy_h_offset_xyzt 99.6945
64 112 4D-complex axpy 99.8743
64 112 4D-complex axpy_h_no_offset 101.4222
64 112 4D-complex axpy_h_offset_x 102.1871
64 112 4D-complex axpy_h_offset_y 99.4020
64 112 4D-complex axpy_h_offset_z 101.1854
64 112 4D-complex axpy_h_offset_t 97.5572
64 112 4D-complex axpy_h_offset_xy 100.7742
64 112 4D-complex axpy_h_offset_xz 101.1593
64 112 4D-complex axpy_h_offset_xt 99.6176
64 112 4D-complex axpy_h_offset_yz 101.3876
64 112 4D-complex axpy_h_offset_yt 98.0824
64 112 4D-complex axpy_h_offset_zt 99.4861
64 112 4D-complex axpy_h_offset_xyz 100.0850
64 112 4D-complex axpy_h_offset_xyt 98.2799
64 112 4D-complex axpy_h_offset_xzt 100.6704
64 112 4D-complex axpy_h_offset_yzt 100.4172
64 112 4D-complex axpy_h_offset_xyzt 98.3126
64 116 4D-complex axpy 101.5489
64 116 4D-complex axpy_h_no_offset 101.8588
64 116 4D-complex axpy_h_offset_x 102.4615
64 116 4D-complex axpy_h_offset_y 101.3922
64 116 4D-complex axpy_h_offset_z 99.0584
64 116 4D-complex axpy_h_offset_t 100.2831
64 116 4D-complex axpy_h_offset_xy 101.2016
64 116 4D-complex axpy_h_offset_xz 101.2285
64 116 4D-complex axpy_h_offset_xt 100.6086
64 116 4D-complex axpy_h_offset_yz 101.8331
64 116 4D-complex axpy_h_offset_yt 100.2279
64 116 4D-complex axpy_h_offset_zt 98.3739
64 116 4D-complex axpy_h_offset_xyz 100.2878
64 116 4D-complex axpy_h_offset_xyt 100.6685
64 116 4D-complex axpy_h_offset_xzt 98.6702
64 116 4D-complex axpy_h_offset_yzt 99.3107
64 116 4D-complex axpy_h_offset_xyzt 98.8226
64 120 4D-complex axpy 101.4852
64 120 4D-complex axpy_h_no_offset 101.0082
64 120 4D-complex axpy_h_offset_x 102.6338
64 120 4D-complex axpy_h_offset_y 100.8365
64 120 4D-complex axpy_h_offset_z 99.7456
64 120 4D-complex axpy_h_offset_t 99.8630
64 120 4D-complex axpy_h_offset_xy 99.9657
64 120 4D-complex axpy_h_offset_xz 101.7106
64 120 4D-complex axpy_h_offset_xt 100.4803
64 120 4D-complex axpy_h_offset_yz 102.7258
64 120 4D-complex axpy_h_offset_yt 101.3175
64 120 4D-complex axpy_h_offset_zt 100.4582
64 120 4D-complex axpy_h_offset_xyz 102.3080
64 120 4D-complex axpy_h_offset_xyt 101.0664
64 120 4D-complex axpy_h_offset_xzt 100.2705
64 120 4D-complex axpy_h_offset_yzt 99.6020
64 120 4D-complex axpy_h_offset_xyzt 101.2602
64 124 4D-complex axpy 102.6693
64 124 4D-complex axpy_h_no_offset 102.4654
64 124 4D-complex axpy_h_offset_x 102.1890
64 124 4D-complex axpy_h_offset_y 103.1177
64 124 4D-complex axpy_h_offset_z 102.8873
64 124 4D-complex axpy_h_offset_t 101.2756
64 124 4D-complex axpy_h_offset_xy 101.3737
64 124 4D-complex axpy_h_offset_xz 100.3157
64 124 4D-complex axpy_h_offset_xt 100.6003
64 124 4D-complex axpy_h_offset_yz 102.0720
64 124 4D-complex axpy_h_offset_yt 99.3058
64 124 4D-complex axpy_h_offset_zt 100.6607
64 124 4D-complex axpy_h_offset_xyz 101.7264
64 124 4D-complex axpy_h_offset_xyt 100.1728
64 124 4D-complex axpy_h_offset_xzt 101.0558
64 124 4D-complex axpy_h_offset_yzt 100.4806
64 124 4D-complex axpy_h_offset_xyzt 101.4977
64 128 4D-complex axpy 103.6831
64 128 4D-complex axpy_h_no_offset 103.5326
64 128 4D-complex axpy_h_offset_x 103.6742
64 128 4D-complex axpy_h_offset_y 102.9645
64 128 4D-complex axpy_h_offset_z 102.9780
64 128 4D-complex axpy_h_offset_t 101.6913
64 128 4D-complex axpy_h_offset_xy 102.7333
64 128 4D-complex axpy_h_offset_xz 102.3768
64 128 4D-complex axpy_h_offset_xt 100.3826
64 128 4D-complex axpy_h_offset_yz 101.5640
64 128 4D-complex axpy_h_offset_yt 100.8754
64 128 4D-complex axpy_h_offset_zt 101.4098
64 128 4D-complex axpy_h_offset_xyz 102.2134
64 128 4D-complex axpy_h_offset_xyt 101.5027
64 128 4D-complex axpy_h_offset_xzt 100.5199
64 128 4D-complex axpy_h_offset_yzt 101.0648
64 128 4D-complex axpy_h_offset_xyzt 100.4105
128 4 4D-complex axpy 0.2439
128 4 4D-complex axpy_h_no_offset 0.2482
128 4 4D-complex axpy_h_offset_x 0.2485
128 4 4D-complex axpy_h_offset_y 0.2485
128 4 4D-complex axpy_h_offset_z 0.2488
128 4 4D-complex axpy_h_offset_t 0.2479
128 4 4D-complex axpy_h_offset_xy 0.2480
128 4 4D-complex axpy_h_offset_xz 0.2504
128 4 4D-complex axpy_h_offset_xt 0.2483
128 4 4D-complex axpy_h_offset_yz 0.2482
128 4 4D-complex axpy_h_offset_yt 0.2480
128 4 4D-complex axpy_h_offset_zt 0.2484
128 4 4D-complex axpy_h_offset_xyz 0.2489
128 4 4D-complex axpy_h_offset_xyt 0.2490
128 4 4D-complex axpy_h_offset_xzt 0.2500
128 4 4D-complex axpy_h_offset_yzt 0.2488
128 4 4D-complex axpy_h_offset_xyzt 0.2486
128 4 Gauge-SU3 su3Xsu3 13.7211
128 4 Gauge-SU3 su3Xsu3_h_no_shift 13.4210
128 4 Gauge-SU3 su3Xsu3_h_shift_x 13.3364
128 4 Gauge-SU3 su3Xsu3_h_shift_y 13.3970
128 4 Gauge-SU3 su3Xsu3_h_shift_z 13.3727
128 4 Gauge-SU3 su3Xsu3_h_shift_t 13.5446
128 4 Gauge-SU3 su3Xsu3_h_shift_xy 13.4704
128 4 Gauge-SU3 su3Xsu3_h_shift_xz 13.4336
128 4 Gauge-SU3 su3Xsu3_h_shift_xt 13.4540
128 4 Gauge-SU3 su3Xsu3_h_shift_yz 13.4499
128 4 Gauge-SU3 su3Xsu3_h_shift_yt 13.4540
128 4 Gauge-SU3 su3Xsu3_h_shift_zt 13.4458
128 4 Gauge-SU3 su3Xsu3_h_shift_xyz 13.5525
128 4 Gauge-SU3 su3Xsu3_h_shift_xyt 13.4704
128 4 Gauge-SU3 su3Xsu3_h_shift_xzt 13.4336
128 4 Gauge-SU3 su3Xsu3_h_shift_yzt 13.6323
128 4 Gauge-SU3 su3Xsu3_h_shift_xyzt 13.4745
128 6 4D-complex axpy 1.2586
128 6 4D-complex axpy_h_no_offset 1.2442
128 6 4D-complex axpy_h_offset_x 1.2380
128 6 4D-complex axpy_h_offset_y 1.2510
128 6 4D-complex axpy_h_offset_z 1.2533
128 6 4D-complex axpy_h_offset_t 1.2372
128 6 4D-complex axpy_h_offset_xy 1.2488
128 6 4D-complex axpy_h_offset_xz 1.2484
128 6 4D-complex axpy_h_offset_xt 1.2398
128 6 4D-complex axpy_h_offset_yz 1.2556
128 6 4D-complex axpy_h_offset_yt 1.2526
128 6 4D-complex axpy_h_offset_zt 1.2518
128 6 4D-complex axpy_h_offset_xyz 1.2447
128 6 4D-complex axpy_h_offset_xyt 1.2499
128 6 4D-complex axpy_h_offset_xzt 1.2428
128 6 4D-complex axpy_h_offset_yzt 1.2632
128 6 4D-complex axpy_h_offset_xyzt 1.2447
128 6 Gauge-SU3 su3Xsu3 63.6399
128 6 Gauge-SU3 su3Xsu3_h_no_shift 62.0701
128 6 Gauge-SU3 su3Xsu3_h_shift_x 62.6588
128 6 Gauge-SU3 su3Xsu3_h_shift_y 61.9499
128 6 Gauge-SU3 su3Xsu3_h_shift_z 62.4335
128 6 Gauge-SU3 su3Xsu3_h_shift_t 62.6255
128 6 Gauge-SU3 su3Xsu3_h_shift_xy 62.5206
128 6 Gauge-SU3 su3Xsu3_h_shift_xz 62.5206
128 6 Gauge-SU3 su3Xsu3_h_shift_xt 62.5905
128 6 Gauge-SU3 su3Xsu3_h_shift_yz 62.7132
128 6 Gauge-SU3 su3Xsu3_h_shift_yt 62.5206
128 6 Gauge-SU3 su3Xsu3_h_shift_zt 62.6255
128 6 Gauge-SU3 su3Xsu3_h_shift_xyz 62.1562
128 6 Gauge-SU3 su3Xsu3_h_shift_xyt 62.7818
128 6 Gauge-SU3 su3Xsu3_h_shift_xzt 62.9600
128 6 Gauge-SU3 su3Xsu3_h_shift_yzt 62.8011
