nt n field kernel bw
32 48 Gauge-SU3 su3Xsu3_h_shift_xyz 923.6920
32 48 Gauge-SU3 su3Xsu3_h_shift_xyt 923.5171
32 48 Gauge-SU3 su3Xsu3_h_shift_xzt 922.3945
32 48 Gauge-SU3 su3Xsu3_h_shift_yzt 924.3733
32 48 Gauge-SU3 su3Xsu3_h_shift_xyzt 922.0847
32 52 4D-complex axpy 842.0126
32 52 4D-complex axpy_h_no_offset 841.4069
32 52 4D-complex axpy_h_offset_x 814.6874
32 52 4D-complex axpy_h_offset_y 842.5583
32 52 4D-complex axpy_h_offset_z 840.1078
32 52 4D-complex axpy_h_offset_t 847.3460
32 52 4D-complex axpy_h_offset_xy 806.5987
32 52 4D-complex axpy_h_offset_xz 816.9603
32 52 4D-complex axpy_h_offset_xt 813.4695
32 52 4D-complex axpy_h_offset_yz 836.9524
32 52 4D-complex axpy_h_offset_yt 840.8022
32 52 4D-complex axpy_h_offset_zt 838.9902
32 52 4D-complex axpy_h_offset_xyz 810.2860
32 52 4D-complex axpy_h_offset_xyt 809.8653
32 52 4D-complex axpy_h_offset_xzt 813.4949
32 52 4D-complex axpy_h_offset_yzt 837.1920
32 52 4D-complex axpy_h_offset_xyzt 812.1423
32 52 Gauge-SU3 su3Xsu3 963.7894
32 52 Gauge-SU3 su3Xsu3_h_no_shift 966.0872
32 52 Gauge-SU3 su3Xsu3_h_shift_x 963.0166
32 52 Gauge-SU3 su3Xsu3_h_shift_y 967.0544
32 52 Gauge-SU3 su3Xsu3_h_shift_z 967.8256
32 52 Gauge-SU3 su3Xsu3_h_shift_t 966.6993
32 52 Gauge-SU3 su3Xsu3_h_shift_xy 964.3691
32 52 Gauge-SU3 su3Xsu3_h_shift_xz 963.4300
32 52 Gauge-SU3 su3Xsu3_h_shift_xt 963.5270
32 52 Gauge-SU3 su3Xsu3_h_shift_yz 965.5085
32 52 Gauge-SU3 su3Xsu3_h_shift_yt 966.0001
32 52 Gauge-SU3 su3Xsu3_h_shift_zt 966.8273
32 52 Gauge-SU3 su3Xsu3_h_shift_xyz 963.8034
32 52 Gauge-SU3 su3Xsu3_h_shift_xyt 962.8493
32 52 Gauge-SU3 su3Xsu3_h_shift_xzt 963.8997
32 52 Gauge-SU3 su3Xsu3_h_shift_yzt 966.0991
32 52 Gauge-SU3 su3Xsu3_h_shift_xyzt 963.0364
32 56 4D-complex axpy 875.8001
32 56 4D-complex axpy_h_no_offset 876.5563
32 56 4D-complex axpy_h_offset_x 828.0744
32 56 4D-complex axpy_h_offset_y 873.7090
32 56 4D-complex axpy_h_offset_z 875.3859
32 56 4D-complex axpy_h_offset_t 874.7533
32 56 4D-complex axpy_h_offset_xy 827.3581
32 56 4D-complex axpy_h_offset_xz 827.5083
32 56 4D-complex axpy_h_offset_xt 829.4931
32 56 4D-complex axpy_h_offset_yz 874.1216
32 56 4D-complex axpy_h_offset_yt 872.7398
32 56 4D-complex axpy_h_offset_zt 874.0245
32 56 4D-complex axpy_h_offset_xyz 826.2048
32 56 4D-complex axpy_h_offset_xyt 828.7067
32 56 4D-complex axpy_h_offset_xzt 827.7041
32 56 4D-complex axpy_h_offset_yzt 874.2430
32 56 4D-complex axpy_h_offset_xyzt 825.6628
32 56 Gauge-SU3 su3Xsu3 961.7306
32 56 Gauge-SU3 su3Xsu3_h_no_shift 964.6080
32 56 Gauge-SU3 su3Xsu3_h_shift_x 960.0712
32 56 Gauge-SU3 su3Xsu3_h_shift_y 964.0636
32 56 Gauge-SU3 su3Xsu3_h_shift_z 963.2837
32 56 Gauge-SU3 su3Xsu3_h_shift_t 964.0652
32 56 Gauge-SU3 su3Xsu3_h_shift_xy 961.2676
32 56 Gauge-SU3 su3Xsu3_h_shift_xz 962.2332
32 56 Gauge-SU3 su3Xsu3_h_shift_xt 960.8920
32 56 Gauge-SU3 su3Xsu3_h_shift_yz 964.7247
32 56 Gauge-SU3 su3Xsu3_h_shift_yt 963.8005
32 56 Gauge-SU3 su3Xsu3_h_shift_zt 965.5282
32 56 Gauge-SU3 su3Xsu3_h_shift_xyz 960.5743
32 56 Gauge-SU3 su3Xsu3_h_shift_xyt 960.1201
32 56 Gauge-SU3 su3Xsu3_h_shift_xzt 961.6163
32 56 Gauge-SU3 su3Xsu3_h_shift_yzt 964.8249
32 56 Gauge-SU3 su3Xsu3_h_shift_xyzt 960.3480
32 60 4D-complex axpy 866.0858
32 60 4D-complex axpy_h_no_offset 864.2827
32 60 4D-complex axpy_h_offset_x 842.7144
32 60 4D-complex axpy_h_offset_y 860.4971
32 60 4D-complex axpy_h_offset_z 859.3203
32 60 4D-complex axpy_h_offset_t 863.9748
32 60 4D-complex axpy_h_offset_xy 840.7668
32 60 4D-complex axpy_h_offset_xz 845.6529
32 60 4D-complex axpy_h_offset_xt 841.6882
32 60 4D-complex axpy_h_offset_yz 862.6647
32 60 4D-complex axpy_h_offset_yt 866.2305
32 60 4D-complex axpy_h_offset_zt 862.4117
32 60 4D-complex axpy_h_offset_xyz 838.3873
32 60 4D-complex axpy_h_offset_xyt 844.7399
32 60 4D-complex axpy_h_offset_xzt 840.8520
32 60 4D-complex axpy_h_offset_yzt 857.3307
32 60 4D-complex axpy_h_offset_xyzt 841.2273
32 60 Gauge-SU3 su3Xsu3 946.8927
32 60 Gauge-SU3 su3Xsu3_h_no_shift 947.6749
32 60 Gauge-SU3 su3Xsu3_h_shift_x 945.2880
32 60 Gauge-SU3 su3Xsu3_h_shift_y 947.6244
32 60 Gauge-SU3 su3Xsu3_h_shift_z 948.2455
32 60 Gauge-SU3 su3Xsu3_h_shift_t 947.9320
32 60 Gauge-SU3 su3Xsu3_h_shift_xy 945.8301
32 60 Gauge-SU3 su3Xsu3_h_shift_xz 944.9282
32 60 Gauge-SU3 su3Xsu3_h_shift_xt 945.5302
32 60 Gauge-SU3 su3Xsu3_h_shift_yz 947.7739
32 60 Gauge-SU3 su3Xsu3_h_shift_yt 947.8598
32 60 Gauge-SU3 su3Xsu3_h_shift_zt 947.4163
32 60 Gauge-SU3 su3Xsu3_h_shift_xyz 945.4615
32 60 Gauge-SU3 su3Xsu3_h_shift_xyt 945.7279
32 60 Gauge-SU3 su3Xsu3_h_shift_xzt 945.2656
32 60 Gauge-SU3 su3Xsu3_h_shift_yzt 947.6480
32 60 Gauge-SU3 su3Xsu3_h_shift_xyzt 945.0223
32 64 4D-complex axpy 897.4398
32 64 4D-complex axpy_h_no_offset 897.1698
32 64 4D-complex axpy_h_offset_x 855.7403
32 64 4D-complex axpy_h_offset_y 896.3325
32 64 4D-complex axpy_h_offset_z 899.4244
32 64 4D-complex axpy_h_offset_t 897.1698
32 64 4D-complex axpy_h_offset_xy 851.9394
32 64 4D-complex axpy_h_offset_xz 849.3261
32 64 4D-complex axpy_h_offset_xt 853.3762
32 64 4D-complex axpy_h_offset_yz 897.4098
32 64 4D-complex axpy_h_offset_yt 897.7249
32 64 4D-complex axpy_h_offset_zt 897.2598
32 64 4D-complex axpy_h_offset_xyz 846.2856
32 64 4D-complex axpy_h_offset_xyt 855.1147
32 64 4D-complex axpy_h_offset_xzt 851.8448
32 64 4D-complex axpy_h_offset_yzt 897.1114
32 64 4D-complex axpy_h_offset_xyzt 848.2659
32 64 Gauge-SU3 su3Xsu3 931.8359
32 64 Gauge-SU3 su3Xsu3_h_no_shift 934.4161
32 64 Gauge-SU3 su3Xsu3_h_shift_x 932.8130
32 64 Gauge-SU3 su3Xsu3_h_shift_y 933.7215
32 64 Gauge-SU3 su3Xsu3_h_shift_z 935.1175
32 64 Gauge-SU3 su3Xsu3_h_shift_t 934.0515
32 64 Gauge-SU3 su3Xsu3_h_shift_xy 932.8565
32 64 Gauge-SU3 su3Xsu3_h_shift_xz 932.9033
32 64 Gauge-SU3 su3Xsu3_h_shift_xt 932.2901
32 64 Gauge-SU3 su3Xsu3_h_shift_yz 934.2794
32 64 Gauge-SU3 su3Xsu3_h_shift_yt 934.2691
32 64 Gauge-SU3 su3Xsu3_h_shift_zt 933.7994
32 64 Gauge-SU3 su3Xsu3_h_shift_xyz 932.6239
32 64 Gauge-SU3 su3Xsu3_h_shift_xyt 933.2682
32 64 Gauge-SU3 su3Xsu3_h_shift_xzt 932.5222
32 64 Gauge-SU3 su3Xsu3_h_shift_yzt 934.6722
32 64 Gauge-SU3 su3Xsu3_h_shift_xyzt 934.0085
32 68 4D-complex axpy 869.4201
32 68 4D-complex axpy_h_no_offset 865.4281
32 68 4D-complex axpy_h_offset_x 844.6901
32 68 4D-complex axpy_h_offset_y 862.4924
32 68 4D-complex axpy_h_offset_z 865.5376
32 68 4D-complex axpy_h_offset_t 866.9194
32 68 4D-complex axpy_h_offset_xy 844.4284
32 68 4D-complex axpy_h_offset_xz 843.0352
32 68 4D-complex axpy_h_offset_xt 842.9418
32 68 4D-complex axpy_h_offset_yz 865.0889
32 68 4D-complex axpy_h_offset_yt 865.8443
32 68 4D-complex axpy_h_offset_zt 868.9784
32 68 4D-complex axpy_h_offset_xyz 841.5100
32 68 4D-complex axpy_h_offset_xyt 842.4125
32 68 4D-complex axpy_h_offset_xzt 842.3399
32 68 4D-complex axpy_h_offset_yzt 863.7784
32 68 4D-complex axpy_h_offset_xyzt 843.4301
32 70 4D-complex axpy 870.0980
32 70 4D-complex axpy_h_no_offset 865.6473
32 70 4D-complex axpy_h_offset_x 856.2319
32 70 4D-complex axpy_h_offset_y 863.8477
32 70 4D-complex axpy_h_offset_z 866.8780
32 70 4D-complex axpy_h_offset_t 868.0532
32 70 4D-complex axpy_h_offset_xy 855.0884
32 70 4D-complex axpy_h_offset_xz 851.8923
32 70 4D-complex axpy_h_offset_xt 853.5684
32 70 4D-complex axpy_h_offset_yz 865.0528
32 70 4D-complex axpy_h_offset_yt 866.9670
32 70 4D-complex axpy_h_offset_zt 864.6634
32 70 4D-complex axpy_h_offset_xyz 852.2996
32 70 4D-complex axpy_h_offset_xyt 850.0826
32 70 4D-complex axpy_h_offset_xzt 850.7425
32 70 4D-complex axpy_h_offset_yzt 864.0022
32 70 4D-complex axpy_h_offset_xyzt 850.4684
32 72 4D-complex axpy 906.5539
32 72 4D-complex axpy_h_no_offset 906.6591
32 72 4D-complex axpy_h_offset_x 851.2155
32 72 4D-complex axpy_h_offset_y 904.8646
32 72 4D-complex axpy_h_offset_z 905.9618
32 72 4D-complex axpy_h_offset_t 906.2855
32 72 4D-complex axpy_h_offset_xy 847.2312
32 72 4D-complex axpy_h_offset_xz 847.8577
32 72 4D-complex axpy_h_offset_xt 849.5664
32 72 4D-complex axpy_h_offset_yz 904.8465
32 72 4D-complex axpy_h_offset_yt 906.1145
32 72 4D-complex axpy_h_offset_zt 905.4553
32 72 4D-complex axpy_h_offset_xyz 848.5856
32 72 4D-complex axpy_h_offset_xyt 847.6320
32 72 4D-complex axpy_h_offset_xzt 851.7457
32 72 4D-complex axpy_h_offset_yzt 904.3983
32 72 4D-complex axpy_h_offset_xyzt 848.6031
32 74 4D-complex axpy 870.2971
32 74 4D-complex axpy_h_no_offset 870.4550
32 74 4D-complex axpy_h_offset_x 854.3808
32 74 4D-complex axpy_h_offset_y 867.7856
32 74 4D-complex axpy_h_offset_z 871.6877
32 74 4D-complex axpy_h_offset_t 870.0517
32 74 4D-complex axpy_h_offset_xy 852.4067
32 74 4D-complex axpy_h_offset_xz 852.6188
32 74 4D-complex axpy_h_offset_xt 855.2946
32 74 4D-complex axpy_h_offset_yz 866.9710
32 74 4D-complex axpy_h_offset_yt 872.4732
32 74 4D-complex axpy_h_offset_zt 871.3956
32 74 4D-complex axpy_h_offset_xyz 851.2573
32 74 4D-complex axpy_h_offset_xyt 853.2329
32 74 4D-complex axpy_h_offset_xzt 853.8175
32 74 4D-complex axpy_h_offset_yzt 867.0329
32 74 4D-complex axpy_h_offset_xyzt 853.4454
32 76 4D-complex axpy 878.0466
32 76 4D-complex axpy_h_no_offset 874.7659
32 76 4D-complex axpy_h_offset_x 858.3359
32 76 4D-complex axpy_h_offset_y 875.4107
32 76 4D-complex axpy_h_offset_z 875.9422
32 76 4D-complex axpy_h_offset_t 874.5151
32 76 4D-complex axpy_h_offset_xy 857.8876
32 76 4D-complex axpy_h_offset_xz 856.3049
32 76 4D-complex axpy_h_offset_xt 858.1503
32 76 4D-complex axpy_h_offset_yz 875.1674
32 76 4D-complex axpy_h_offset_yt 874.7436
32 76 4D-complex axpy_h_offset_zt 873.2411
32 76 4D-complex axpy_h_offset_xyz 854.7555
32 76 4D-complex axpy_h_offset_xyt 856.6141
32 76 4D-complex axpy_h_offset_xzt 855.2561
32 76 4D-complex axpy_h_offset_yzt 871.1895
32 76 4D-complex axpy_h_offset_xyzt 857.0680
32 80 4D-complex axpy 910.6263
32 80 4D-complex axpy_h_no_offset 910.3411
32 80 4D-complex axpy_h_offset_x 862.0651
32 80 4D-complex axpy_h_offset_y 910.4745
32 80 4D-complex axpy_h_offset_z 910.1457
32 80 4D-complex axpy_h_offset_t 910.5947
32 80 4D-complex axpy_h_offset_xy 864.1681
32 80 4D-complex axpy_h_offset_xz 861.6174
32 80 4D-complex axpy_h_offset_xt 865.2691
32 80 4D-complex axpy_h_offset_yz 910.3101
32 80 4D-complex axpy_h_offset_yt 908.4300
32 80 4D-complex axpy_h_offset_zt 910.2974
32 80 4D-complex axpy_h_offset_xyz 861.1419
32 80 4D-complex axpy_h_offset_xyt 861.4759
32 80 4D-complex axpy_h_offset_xzt 862.1502
32 80 4D-complex axpy_h_offset_yzt 908.7197
32 80 4D-complex axpy_h_offset_xyzt 862.2012
32 84 4D-complex axpy 875.8864
32 84 4D-complex axpy_h_no_offset 873.5907
32 84 4D-complex axpy_h_offset_x 856.3066
32 84 4D-complex axpy_h_offset_y 873.8015
32 84 4D-complex axpy_h_offset_z 873.7292
32 84 4D-complex axpy_h_offset_t 874.6165
32 84 4D-complex axpy_h_offset_xy 855.3687
32 84 4D-complex axpy_h_offset_xz 856.4355
32 84 4D-complex axpy_h_offset_xt 854.9648
32 84 4D-complex axpy_h_offset_yz 878.2378
32 84 4D-complex axpy_h_offset_yt 875.3325
32 84 4D-complex axpy_h_offset_zt 872.6529
32 84 4D-complex axpy_h_offset_xyz 856.0167
32 84 4D-complex axpy_h_offset_xyt 857.1547
32 84 4D-complex axpy_h_offset_xzt 858.4752
32 84 4D-complex axpy_h_offset_yzt 873.2311
32 84 4D-complex axpy_h_offset_xyzt 853.6047
32 88 4D-complex axpy 913.2227
32 88 4D-complex axpy_h_no_offset 912.8838
32 88 4D-complex axpy_h_offset_x 860.5116
32 88 4D-complex axpy_h_offset_y 911.7912
32 88 4D-complex axpy_h_offset_z 912.7670
32 88 4D-complex axpy_h_offset_t 913.0493
32 88 4D-complex axpy_h_offset_xy 860.2689
32 88 4D-complex axpy_h_offset_xz 860.1109
32 88 4D-complex axpy_h_offset_xt 860.5351
32 88 4D-complex axpy_h_offset_yz 912.6190
32 88 4D-complex axpy_h_offset_yt 912.2156
32 88 4D-complex axpy_h_offset_zt 912.5327
32 88 4D-complex axpy_h_offset_xyz 859.3709
32 88 4D-complex axpy_h_offset_xyt 861.3501
32 88 4D-complex axpy_h_offset_xzt 860.1417
32 88 4D-complex axpy_h_offset_yzt 911.4357
32 88 4D-complex axpy_h_offset_xyzt 859.6212
32 92 4D-complex axpy 879.6199
32 92 4D-complex axpy_h_no_offset 881.0062
32 92 4D-complex axpy_h_offset_x 865.7317
32 92 4D-complex axpy_h_offset_y 878.6156
32 92 4D-complex axpy_h_offset_z 879.6877
32 92 4D-complex axpy_h_offset_t 881.4293
32 92 4D-complex axpy_h_offset_xy 864.6375
32 92 4D-complex axpy_h_offset_xz 864.6476
32 92 4D-complex axpy_h_offset_xt 865.6594
32 92 4D-complex axpy_h_offset_yz 880.5727
32 92 4D-complex axpy_h_offset_yt 878.9087
32 92 4D-complex axpy_h_offset_zt 879.3571
32 92 4D-complex axpy_h_offset_xyz 864.7422
32 92 4D-complex axpy_h_offset_xyt 865.2644
32 92 4D-complex axpy_h_offset_xzt 864.8626
32 92 4D-complex axpy_h_offset_yzt 880.6542
32 92 4D-complex axpy_h_offset_xyzt 864.4028
32 96 4D-complex axpy 913.5543
32 96 4D-complex axpy_h_no_offset 913.3514
32 96 4D-complex axpy_h_offset_x 870.8305
32 96 4D-complex axpy_h_offset_y 912.5942
32 96 4D-complex axpy_h_offset_z 914.1012
32 96 4D-complex axpy_h_offset_t 913.7168
32 96 4D-complex axpy_h_offset_xy 870.6461
32 96 4D-complex axpy_h_offset_xz 870.9586
32 96 4D-complex axpy_h_offset_xt 870.6182
32 96 4D-complex axpy_h_offset_yz 913.7109
32 96 4D-complex axpy_h_offset_yt 913.1488
32 96 4D-complex axpy_h_offset_zt 914.0582
32 96 4D-complex axpy_h_offset_xyz 871.1850
32 96 4D-complex axpy_h_offset_xyt 869.0734
32 96 4D-complex axpy_h_offset_xzt 870.1165
32 96 4D-complex axpy_h_offset_yzt 912.8054
32 96 4D-complex axpy_h_offset_xyzt 869.6212
32 100 4D-complex axpy 878.5226
32 100 4D-complex axpy_h_no_offset 876.7390
32 100 4D-complex axpy_h_offset_x 863.3088
32 100 4D-complex axpy_h_offset_y 876.7368
32 100 4D-complex axpy_h_offset_z 878.8459
32 100 4D-complex axpy_h_offset_t 877.9154
32 100 4D-complex axpy_h_offset_xy 861.4310
32 100 4D-complex axpy_h_offset_xz 863.8005
32 100 4D-complex axpy_h_offset_xt 861.9252
32 100 4D-complex axpy_h_offset_yz 877.2461
32 100 4D-complex axpy_h_offset_yt 876.4748
32 100 4D-complex axpy_h_offset_zt 878.0405
32 100 4D-complex axpy_h_offset_xyz 861.4333
32 100 4D-complex axpy_h_offset_xyt 862.1410
32 100 4D-complex axpy_h_offset_xzt 862.4712
32 100 4D-complex axpy_h_offset_yzt 877.6963
32 100 4D-complex axpy_h_offset_xyzt 860.0509
32 104 4D-complex axpy 917.0142
32 104 4D-complex axpy_h_no_offset 916.7492
32 104 4D-complex axpy_h_offset_x 867.1030
32 104 4D-complex axpy_h_offset_y 916.3162
32 104 4D-complex axpy_h_offset_z 916.6325
32 104 4D-complex axpy_h_offset_t 916.8528
32 104 4D-complex axpy_h_offset_xy 866.9303
32 104 4D-complex axpy_h_offset_xz 866.9444
32 104 4D-complex axpy_h_offset_xt 867.0970
32 104 4D-complex axpy_h_offset_yz 915.9821
32 104 4D-complex axpy_h_offset_yt 916.5831
32 104 4D-complex axpy_h_offset_zt 916.6168
32 104 4D-complex axpy_h_offset_xyz 865.4252
32 104 4D-complex axpy_h_offset_xyt 865.0033
32 104 4D-complex axpy_h_offset_xzt 866.5270
32 104 4D-complex axpy_h_offset_yzt 915.6189
32 104 4D-complex axpy_h_offset_xyzt 867.6637
32 108 4D-complex axpy 883.4973
32 108 4D-complex axpy_h_no_offset 884.0984
32 108 4D-complex axpy_h_offset_x 870.2675
32 108 4D-complex axpy_h_offset_y 885.1697
32 108 4D-complex axpy_h_offset_z 883.7699
32 108 4D-complex axpy_h_offset_t 882.8613
32 108 4D-complex axpy_h_offset_xy 869.0912
32 108 4D-complex axpy_h_offset_xz 869.5705
32 108 4D-complex axpy_h_offset_xt 870.8383
32 108 4D-complex axpy_h_offset_yz 882.6322
32 108 4D-complex axpy_h_offset_yt 882.6859
32 108 4D-complex axpy_h_offset_zt 884.0321
32 108 4D-complex axpy_h_offset_xyz 869.5410
32 108 4D-complex axpy_h_offset_xyt 869.1641
32 108 4D-complex axpy_h_offset_xzt 870.9343
32 108 4D-complex axpy_h_offset_yzt 881.9456
32 108 4D-complex axpy_h_offset_xyzt 869.1486
32 112 4D-complex axpy 917.1793
32 112 4D-complex axpy_h_no_offset 917.0206
32 112 4D-complex axpy_h_offset_x 874.7963
32 112 4D-complex axpy_h_offset_y 916.5449
32 112 4D-complex axpy_h_offset_z 917.3280
32 112 4D-complex axpy_h_offset_t 917.0221
32 112 4D-complex axpy_h_offset_xy 873.1080
32 112 4D-complex axpy_h_offset_xz 875.3590
32 112 4D-complex axpy_h_offset_xt 874.7644
32 112 4D-complex axpy_h_offset_yz 916.5215
32 112 4D-complex axpy_h_offset_yt 916.5299
32 112 4D-complex axpy_h_offset_zt 916.8887
32 112 4D-complex axpy_h_offset_xyz 872.3485
32 112 4D-complex axpy_h_offset_xyt 872.5662
32 112 4D-complex axpy_h_offset_xzt 874.1296
32 112 4D-complex axpy_h_offset_yzt 916.8453
32 112 4D-complex axpy_h_offset_xyzt 873.7669
32 116 4D-complex axpy 879.3244
32 116 4D-complex axpy_h_no_offset 879.5526
32 116 4D-complex axpy_h_offset_x 867.1629
32 116 4D-complex axpy_h_offset_y 877.8963
32 116 4D-complex axpy_h_offset_z 878.7283
32 116 4D-complex axpy_h_offset_t 878.7589
32 116 4D-complex axpy_h_offset_xy 866.3096
32 116 4D-complex axpy_h_offset_xz 866.7412
32 116 4D-complex axpy_h_offset_xt 866.6906
32 116 4D-complex axpy_h_offset_yz 879.1016
32 116 4D-complex axpy_h_offset_yt 878.7909
32 116 4D-complex axpy_h_offset_zt 878.3979
32 116 4D-complex axpy_h_offset_xyz 865.5965
32 116 4D-complex axpy_h_offset_xyt 866.3705
32 116 4D-complex axpy_h_offset_xzt 866.7645
32 116 4D-complex axpy_h_offset_yzt 877.7046
32 116 4D-complex axpy_h_offset_xyzt 866.8475
32 120 4D-complex axpy 917.9998
32 120 4D-complex axpy_h_no_offset 918.0633
32 120 4D-complex axpy_h_offset_x 869.4305
32 120 4D-complex axpy_h_offset_y 917.5403
32 120 4D-complex axpy_h_offset_z 918.0468
32 120 4D-complex axpy_h_offset_t 917.9934
32 120 4D-complex axpy_h_offset_xy 868.1326
32 120 4D-complex axpy_h_offset_xz 870.1591
32 120 4D-complex axpy_h_offset_xt 869.5204
32 120 4D-complex axpy_h_offset_yz 917.5352
32 120 4D-complex axpy_h_offset_yt 917.4286
32 120 4D-complex axpy_h_offset_zt 918.2032
32 120 4D-complex axpy_h_offset_xyz 867.3554
32 120 4D-complex axpy_h_offset_xyt 868.2098
32 120 4D-complex axpy_h_offset_xzt 869.4704
32 120 4D-complex axpy_h_offset_yzt 917.2446
32 120 4D-complex axpy_h_offset_xyzt 868.0248
32 124 4D-complex axpy 885.2975
32 124 4D-complex axpy_h_no_offset 884.4560
32 124 4D-complex axpy_h_offset_x 871.0950
32 124 4D-complex axpy_h_offset_y 883.0943
32 124 4D-complex axpy_h_offset_z 883.4996
32 124 4D-complex axpy_h_offset_t 883.9920
32 124 4D-complex axpy_h_offset_xy 871.3065
32 124 4D-complex axpy_h_offset_xz 872.7802
32 124 4D-complex axpy_h_offset_xt 872.5205
32 124 4D-complex axpy_h_offset_yz 883.3284
32 124 4D-complex axpy_h_offset_yt 884.0571
32 124 4D-complex axpy_h_offset_zt 883.2911
32 124 4D-complex axpy_h_offset_xyz 870.9465
32 124 4D-complex axpy_h_offset_xyt 871.5104
32 124 4D-complex axpy_h_offset_xzt 872.2579
32 124 4D-complex axpy_h_offset_yzt 883.0655
32 124 4D-complex axpy_h_offset_xyzt 870.6878
32 128 4D-complex axpy 918.9471
32 128 4D-complex axpy_h_no_offset 920.0741
32 128 4D-complex axpy_h_offset_x 876.7344
32 128 4D-complex axpy_h_offset_y 918.0768
32 128 4D-complex axpy_h_offset_z 919.3237
32 128 4D-complex axpy_h_offset_t 918.9431
32 128 4D-complex axpy_h_offset_xy 874.9760
32 128 4D-complex axpy_h_offset_xz 874.3161
32 128 4D-complex axpy_h_offset_xt 877.2511
32 128 4D-complex axpy_h_offset_yz 918.8173
32 128 4D-complex axpy_h_offset_yt 918.4352
32 128 4D-complex axpy_h_offset_zt 919.0494
32 128 4D-complex axpy_h_offset_xyz 874.8360
32 128 4D-complex axpy_h_offset_xyt 874.4789
32 128 4D-complex axpy_h_offset_xzt 875.6030
32 128 4D-complex axpy_h_offset_yzt 917.8141
32 128 4D-complex axpy_h_offset_xyzt 874.9992
